Issue Type,Summary,Issue key,Issue id,Status,Priority,Resolution,Created,Resolved,Custom field (Actual Start  Time),Custom field (Actual End Time),Custom field (End Time),Custom field (Start Time),Custom field (Customer),Custom field (Deployment Success),Customer Request Type,Assignee,Labels,Labels,Labels
Customer Service Request,Certificate Renewal for Explicit Participant,SMXBID-2202,102268,Resolved,Trivial,Done,29/Oct/20 09:57,29/Oct/20 10:25,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Accounts SMELIA01 + SMELIA02 UNLOCK,SMXBID-2201,102212,Resolved,Minor,Resolved,27/Oct/20 18:13,28/Oct/20 09:59,,,,,,,Password Reset & Account Unlock,tj898,,,
Customer Service Request,"XBID Production Cert Request for SM/SOB, EMCO",SMXBID-2200,102207,Closed,Trivial,Done,27/Oct/20 15:32,29/Oct/20 09:37,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,User Chris Kleinpenning is not able to log in to IMT and JIRA,SMXBID-2199,102160,Resolved,Trivial,Done,27/Oct/20 07:11,29/Oct/20 09:01,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,PSE production certificates renewal.,SMXBID-2198,102135,Resolved,Trivial,Done,26/Oct/20 13:53,29/Oct/20 08:38,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM, PSE",SMXBID-2197,102114,Resolved,Trivial,Done,26/Oct/20 11:38,26/Oct/20 14:34,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM,PSE",SMXBID-2196,102113,Resolved,Trivial,Done,26/Oct/20 11:35,26/Oct/20 14:33,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,unlock account XBRTE007 for CMM PROD,SMXBID-2195,102110,Resolved,Minor,Done,26/Oct/20 10:52,26/Oct/20 11:24,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Incident,Delay between the provision and the effectiveness of the input data on the border BE-NL,SMXBID-2194,102093,Resolved,Minor,Duplicate,25/Oct/20 09:37,25/Oct/20 11:47,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Request for reopening SMXBID-2172,SMXBID-2193,102063,Closed,Trivial,Resolved,23/Oct/20 13:45,23/Oct/20 13:52,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,Bug - SOB - Other report - EPEX (NEMO) - LTS-SOB connected events,SMXBID-2192,102057,Resolved,Minor,Not a Bug,23/Oct/20 11:48,12/Nov/20 17:20,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,USM700 update of the document,SMXBID-2191,102055,Closed,Minor,Resolved,23/Oct/20 11:10,29/Mar/21 10:37,,,,,,,XBID Service Desk (IMT) Questions & Issues,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD); Cert Request for (IMT);(OTE) ",SMXBID-2190,102035,Closed,Trivial,Done,22/Oct/20 16:08,23/Oct/20 11:08,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,PROD env - certificates for SM users,SMXBID-2189,101962,Closed,Trivial,Done,22/Oct/20 10:01,22/Oct/20 14:50,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD cert request for CMM, Elering AS",SMXBID-2188,101940,Resolved,Trivial,Done,21/Oct/20 14:30,21/Oct/20 15:02,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Certificate renewal for explicit participant,SMXBID-2187,101931,Resolved,Trivial,Done,21/Oct/20 13:41,21/Oct/20 14:53,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for SM, TGE",SMXBID-2186,101926,Resolved,Trivial,Done,21/Oct/20 12:57,21/Oct/20 14:37,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,50Hertz production certificates for GUI,SMXBID-2185,101918,Closed,Trivial,Done,21/Oct/20 11:49,22/Oct/20 11:56,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Problem,SMXBID CLONE: Major- CMM - Inbound Files - TSOs TTN and Elia - Files not delivered at or processed by XBID CMM,SMXBID-2184,101851,Closed,Major,Not a Bug,20/Oct/20 15:48,29/Oct/20 13:45,,,,,,,Report a problem or bug,yn731,XBID-ServiceDesk,,
Customer Service Request,Request - SM - WebGUI – EPEX (NEMO) - New Certificate Request ,SMXBID-2183,101847,Closed,Trivial,Done,20/Oct/20 15:09,21/Oct/20 14:09,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Certificate renewal for Augstsprieguma tikls (AST)  ,SMXBID-2182,101834,Resolved,Trivial,Done,20/Oct/20 11:15,21/Oct/20 14:10,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,Interconnector BE-DE not visible into the GUI,SMXBID-2181,101805,Closed,Minor,Not a Bug,20/Oct/20 09:42,21/Oct/20 10:10,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID PROD cert request for Elering AS,SMXBID-2180,101796,Resolved,Trivial,Done,20/Oct/20 08:48,23/Oct/20 14:03,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Major- CMM - Inbound Files - TSOs TTN and Elia - Files not delivered at or processed by XBID CMM,SMXBID-2179,101793,Closed,Major,Not a Bug,20/Oct/20 08:18,29/Oct/20 13:45,,,,,,, Major Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Renewal certificate request / CMM / renewal certificate CMMOPER3 / REE (TSO),SMXBID-2178,101788,Closed,Trivial,Done,19/Oct/20 18:23,21/Oct/20 09:22,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,New certificates for PROD CMM and SM for HOPS,SMXBID-2177,101736,Resolved,Trivial,Done,19/Oct/20 08:05,19/Oct/20 11:32,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,XBID IMT - Energinet Users and certificate request ,SMXBID-2176,101696,Resolved,Trivial,Done,16/Oct/20 13:31,19/Oct/20 11:31,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Incident Committee invitation missing,SMXBID-2175,101648,Closed,Minor,Resolved,15/Oct/20 14:12,30/Nov/20 14:27,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Task,XBID PROD Incident follow up - integer overflow,SMXBID-2174,101644,Closed,Minor,Not a Bug,15/Oct/20 13:58,15/Oct/20 14:00,,,,,,,,ub113,XBID-ServiceDesk,,
Incident,Duplicate MsgRprt received from ,SMXBID-2173,101641,Resolved,Minor,Resolved,15/Oct/20 13:22,15/Oct/20 13:44,,,,,,, Major Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,certificates renewal,SMXBID-2172,101640,Closed,Trivial,Done,15/Oct/20 12:40,19/Oct/20 10:03,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,XBID IMT - Energinet Users,SMXBID-2171,101623,Resolved,Trivial,Done,15/Oct/20 09:39,19/Oct/20 09:31,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,New certificate for account CXELIA05 & SMELIA05,SMXBID-2170,101619,Resolved,Trivial,Done,15/Oct/20 09:06,23/Oct/20 08:24,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Reset Password account SMELIA02 & CXELIA06,SMXBID-2169,101618,Resolved,Minor,Rejected,15/Oct/20 09:00,15/Oct/20 10:11,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,new account for Tjerk den Boer,SMXBID-2167,101596,Resolved,Trivial,Done,14/Oct/20 16:58,21/Oct/20 15:07,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,XBID rejects files from NOIS,SMXBID-2166,101568,Resolved,Minor,Not a Bug,14/Oct/20 15:14,23/Oct/20 08:40,,,,,,,Critical Incident,ub113,XBID-ServiceDesk,,
Maintenance,SIDC - PROD- Email configuration change,SMXBID-2165,101541,Closed,Minor,Done,14/Oct/20 11:54,01/Apr/21 13:33,,,,,,,Maintenance Notification,yn731,XBID-ServiceDesk,,
Customer Service Request,"JOC 03/11 13-14h (Agenda, Session file, action points)",SMXBID-2164,101484,Closed,Minor,Won't Do,13/Oct/20 19:53,27/Aug/21 14:55,,,,,,,Joint Operational Coordination,yn731,XBID-ServiceDesk,,
Customer Service Request,Expiration of SM and CMM certificates - HUPX,SMXBID-2163,101474,Closed,Trivial,Done,13/Oct/20 16:13,14/Oct/20 12:02,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,Loss of LTS connection to SOB,SMXBID-2162,101453,Resolved,Minor,Cannot Reproduce,13/Oct/20 12:07,30/Nov/20 12:01,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Certificate renewal for DBAG JIRA,SMXBID-2161,101447,Closed,Trivial,Done,13/Oct/20 10:17,14/Oct/20 11:40,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request, SM/SOB, BSP",SMXBID-2160,101445,Resolved,Trivial,Done,13/Oct/20 09:42,14/Oct/20 11:12,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,SIDC - Joint SC - XBID SLA Reports for September 2020,SMXBID-2159,101416,Closed,Minor,Resolved,12/Oct/20 15:43,29/Mar/21 10:37,,,,,,,XBID SLA Reporting,yn731,XBID-ServiceDesk,,
Customer Service Request,SLA reports correction,SMXBID-2158,101413,Closed,Minor,Done,12/Oct/20 14:50,02/Dec/20 08:38,,,,,,,XBID SLA Reporting,yn731,XBID-ServiceDesk,,
Customer Service Request,Bug - SOB - PMI - EPEX (NEMO) - LTS glitch connected central events,SMXBID-2157,101360,Resolved,Minor,Resolved,09/Oct/20 16:40,26/Nov/20 16:58,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,New Certifiacte EPXENO0X,SMXBID-2156,101350,Resolved,Trivial,Done,09/Oct/20 13:10,12/Oct/20 09:17,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID production, new IMT user for EMCO",SMXBID-2155,101345,Resolved,Trivial,Done,09/Oct/20 12:06,12/Oct/20 15:22,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for (IMT); (OTE) ",SMXBID-2154,101336,Closed,Trivial,Done,09/Oct/20 10:56,12/Oct/20 09:38,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Certificate renewal,SMXBID-2153,101307,Resolved,Trivial,Done,08/Oct/20 16:14,09/Oct/20 11:49,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Changes in MAVIR public IP addresses,SMXBID-2152,101303,Closed,Minor,Done,08/Oct/20 15:09,30/Nov/20 14:26,,,,,,,XBID Service Desk (IMT) Questions & Issues,ub113,XBID-ServiceDesk,,
Incident,Access to PROD PMI logs,SMXBID-2151,101254,Closed,Minor,Resolved,07/Oct/20 16:57,04/May/21 16:32,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,New CMM certificate in prod,SMXBID-2150,101238,Resolved,Trivial,Done,07/Oct/20 15:10,09/Oct/20 15:35,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,PROD - SOB_CT - EPEX - XBID detected connection loss to RabbitMQ,SMXBID-2149,101166,Closed,Minor,Rejected,06/Oct/20 18:58,08/Oct/20 08:09,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM and SM, JAO + IMT Cert Request - existing certificates",SMXBID-2148,101139,Resolved,Trivial,Done,06/Oct/20 11:28,07/Oct/20 10:23,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Unlock DBAG JIRA account,SMXBID-2147,101126,Resolved,Minor,Done,06/Oct/20 09:18,06/Oct/20 09:29,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,Production environment client certificates expiration,SMXBID-2146,101118,Closed,Trivial,Done,05/Oct/20 23:24,07/Oct/20 08:32,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Minor - CMM - Inbound Files - TSO TTN - Files not delivered or processed at DBAG,SMXBID-2145,101111,Closed,Minor,Not a Bug,05/Oct/20 16:55,08/Oct/20 13:34,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Problem,no e-mail communication with SIMU,SMXBID-2144,101094,Closed,Minor,Rejected,05/Oct/20 14:22,05/Oct/20 14:35,,,,,,,Report a problem or bug,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for( CMM and SM), (MAVIR)",SMXBID-2143,101091,Resolved,Trivial,Done,05/Oct/20 13:57,07/Oct/20 08:16,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Please unlock JIRA account for szabob1@mavir.hu,SMXBID-2142,101085,Resolved,Minor,Done,05/Oct/20 13:18,05/Oct/20 13:29,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,CMM-PROD password reset request,SMXBID-2141,101084,Resolved,Trivial,Not a Bug,05/Oct/20 13:13,13/Oct/20 08:19,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,"Production env., Cert. request for SM CCP ADMIN User; OTE",SMXBID-2140,101066,Closed,Trivial,Done,05/Oct/20 10:44,14/Oct/20 11:45,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Certificate Renewal,SMXBID-2139,101049,Closed,Trivial,Done,05/Oct/20 09:00,05/Oct/20 15:12,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New certificates for XBID CMM system for TSO production users,SMXBID-2138,101047,Resolved,Trivial,Done,05/Oct/20 07:24,13/Oct/20 08:32,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Problem,JAO Operators not being able to reset the passwords in SM SIMU,SMXBID-2137,101044,Closed,Major,Rejected,04/Oct/20 08:38,05/Oct/20 15:09,,,,,,,Report a problem or bug,ub113,XBID-ServiceDesk,,
Customer Service Request,XBID PROD certificate requests for Energinet,SMXBID-2136,100985,Resolved,Trivial,Done,02/Oct/20 16:29,06/Oct/20 10:27,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Certificate renewal for our users. ,SMXBID-2135,100973,Closed,Trivial,Done,02/Oct/20 13:09,02/Oct/20 15:39,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Problem - AMS - Mailing - NEMOs & TSOs - Certificate expiration notification not received,SMXBID-2134,100964,Closed,Minor,Fixed,02/Oct/20 12:22,30/Oct/20 09:00,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM, RTE",SMXBID-2133,100921,Resolved,Trivial,Done,01/Oct/20 16:18,02/Oct/20 15:29,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,OTE exchange user connection issue on 27.9.2020 at 15:00,SMXBID-2132,100880,Closed,Minor,Resolved,01/Oct/20 11:39,11/Jan/21 14:52,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,new JIRA/IMT account for TTG,SMXBID-2131,100869,Closed,Trivial,Done,01/Oct/20 09:01,14/Oct/20 13:56,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"IBEX SOB, SM Prod cert request ",SMXBID-2130,100862,Resolved,Trivial,Resolved,30/Sep/20 17:28,02/Oct/20 15:22,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Renewal of digital certificates for access CMM and SM ,SMXBID-2129,100842,Resolved,Minor,Done,30/Sep/20 15:00,09/Oct/20 15:37,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,access to JIRA,SMXBID-2128,100835,Resolved,Minor,Done,30/Sep/20 13:59,02/Oct/20 11:27,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Bug - SM - WebGUI – EPEX (NEMO) - Unable to reset passwords,SMXBID-2127,100786,Resolved,Minor,Rejected,29/Sep/20 16:20,02/Oct/20 15:42,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Updated password for Jira ticker portal,SMXBID-2126,100761,Resolved,Trivial,Done,29/Sep/20 14:22,30/Sep/20 11:02,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,New Certificates for SOB Users XBEPEX21 & XBEPEX22,SMXBID-2125,100759,Resolved,Trivial,Done,29/Sep/20 14:07,29/Sep/20 17:23,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New SOB User - EPEX,SMXBID-2124,100750,Resolved,Trivial,Won't Do,29/Sep/20 11:49,29/Sep/20 14:10,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,new certificate for Andrey Reznikov (50Hertz),SMXBID-2123,100737,Resolved,Trivial,Done,29/Sep/20 09:44,05/Oct/20 11:30,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,JIRA certificate renewal IBEX,SMXBID-2122,100735,Resolved,Minor,Done,29/Sep/20 09:25,05/Oct/20 11:29,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Customer Service Request,Unlock account - for JIRA,SMXBID-2121,100734,Resolved,Minor,Done,29/Sep/20 09:25,29/Sep/20 10:13,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Renewal certificate request / CMM / renewal certificate CMMOPER2 / REE (TSO),SMXBID-2119,100721,Resolved,Trivial,Done,29/Sep/20 05:17,01/Oct/20 14:40,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,OPCOM certificates will expiry in october ,SMXBID-2118,100714,Closed,Trivial,Done,28/Sep/20 13:17,29/Sep/20 09:02,,,,,,,New Account & Certificate Requests,yq577,XBID-ServiceDesk,,
Customer Service Request,Statnett needs new certifcates for CMM and CMI gui,SMXBID-2117,100711,Resolved,Trivial,Resolved,28/Sep/20 11:08,28/Sep/20 14:14,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,PROD XBID SM No connection to Secondary SPM,SMXBID-2115,100703,Closed,Minor,Duplicate,28/Sep/20 10:06,28/Sep/20 11:04,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for SOB, SM and CMM, CROPEX",SMXBID-2114,100702,Closed,Trivial,Done,28/Sep/20 10:03,29/Sep/20 15:01,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Task,New certificates for  XBID CMM system for TSO production users,SMXBID-2113,100691,Closed,Minor,Duplicate,28/Sep/20 08:11,05/Oct/20 10:18,,,,,,,Report a system problem,ub113,,,
Incident,Minor Incident/SM/CEPS/TSO/Outbound files distributions SFTP problem,SMXBID-2112,100675,Resolved,Minor,Resolved,26/Sep/20 10:52,30/Sep/20 09:29,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBID Production Password Request for CMM,Amprion",SMXBID-2111,100665,Resolved,Trivial,Done,25/Sep/20 14:21,25/Sep/20 16:31,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBID Production Password Request for CMM,Amprion",SMXBID-2110,100664,Resolved,Trivial,Done,25/Sep/20 14:20,02/Oct/20 15:41,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID Production Cert Request for CMM,Amprion",SMXBID-2109,100663,Closed,Trivial,Duplicate,25/Sep/20 14:01,25/Sep/20 14:43,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,Certificates to the central ComTrader,SMXBID-2108,100649,Closed,Minor,Done,25/Sep/20 08:58,29/Sep/20 15:07,,,,,TGE,,New Account & Certificate Requests,yn731,,,
Incident,Lack of reports in SOB WebGUI,SMXBID-2107,100648,Resolved,Minor,Resolved,25/Sep/20 08:26,25/Sep/20 17:17,,,,,TGE,, Minor Incident,yn731,,,
Customer Service Request,Certificate expired - CEPS01OD,SMXBID-2106,100644,Resolved,Trivial,Done,25/Sep/20 07:09,25/Sep/20 08:48,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Renew the certificate,SMXBID-2105,100643,Closed,Minor,Done,25/Sep/20 06:50,29/Sep/20 15:35,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,certificate expired for acces into DBAG,SMXBID-2104,100636,Closed,Minor,Done,24/Sep/20 17:26,25/Sep/20 08:17,,,,,,,New Account & Certificate Requests,ub113,Escalated,XBID-ServiceDesk,
Customer Service Request,Expired certificates,SMXBID-2103,100630,Closed,Trivial,Done,24/Sep/20 16:32,25/Sep/20 13:35,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for SOB, CROPEX",SMXBID-2102,100613,Closed,Trivial,Done,24/Sep/20 14:43,24/Sep/20 15:15,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Minor Incident- CMM -Outbound Files Distribution-RID file Missing- TSO ELES,SMXBID-2101,100598,Closed,Minor,Resolved,24/Sep/20 11:09,26/Oct/20 15:49,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,reset password  SOB XBOTEA06,SMXBID-2100,100572,Closed,Minor,Done,23/Sep/20 17:00,01/Oct/20 14:09,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,SM accout reset password,SMXBID-2099,100571,Closed,Minor,Done,23/Sep/20 16:57,01/Oct/20 14:10,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID PROD reset password for user in CMM of TenneT Germany,SMXBID-2098,100564,Closed,Trivial,Done,23/Sep/20 15:26,29/Sep/20 14:55,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Pasword reset SM PROD,SMXBID-2097,100562,Closed,Trivial,Done,23/Sep/20 14:47,24/Sep/20 15:02,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,Unable to deactivate FTC in PROD,SMXBID-2096,100515,Closed,Minor,Done,22/Sep/20 16:52,24/Sep/20 17:05,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID Production Password Request for CMM,Amprion",SMXBID-2095,100505,Closed,Trivial,Done,22/Sep/20 14:12,25/Sep/20 15:15,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Password expiry extension of OTEWS001,SMXBID-2094,100489,Closed,Minor,Done,22/Sep/20 11:31,22/Sep/20 13:10,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Reset of password (workaround),SMXBID-2093,100481,Resolved,Minor,Done,22/Sep/20 10:25,02/Oct/20 15:44,,,,,,,Password Reset & Account Unlock,yn731,,,
Customer Service Request,"XBID Production Password Request for CMM,Amprion",SMXBID-2092,100483,Closed,Trivial,Done,22/Sep/20 10:53,22/Sep/20 14:20,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,PROD SOB password reset for user XBEPEX51 ,SMXBID-2091,100478,Closed,Minor,Done,22/Sep/20 09:41,23/Sep/20 09:53,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,New DBAG JIRA and XBID Prod certificates,SMXBID-2090,100472,Closed,Trivial,Done,22/Sep/20 08:31,25/Sep/20 11:32,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,XBID PROD reset password for users in SM of TenneT Germany,SMXBID-2089,100440,Closed,Trivial,Done,21/Sep/20 13:54,22/Sep/20 16:31,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID PROD reset password for users in CMM of TenneT Germany,SMXBID-2088,100431,Closed,Trivial,Done,21/Sep/20 13:51,24/Sep/20 16:31,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Expiration of SOB certificates 2,SMXBID-2087,100404,Closed,Trivial,Done,21/Sep/20 13:32,23/Sep/20 10:31,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Reset of password in Production for both CMM and SM users,SMXBID-2086,100395,Resolved,Minor,Done,21/Sep/20 12:34,06/Oct/20 08:49,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for (SOB/CMM/SM), OMIE",SMXBID-2085,100258,Closed,Trivial,Done,21/Sep/20 11:24,30/Sep/20 14:14,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Updated password for prod environment in Fingrid,SMXBID-2084,100241,Closed,Trivial,Resolved,21/Sep/20 09:40,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,"Production env., Cert. request for SOB ADMIN User; OTE",SMXBID-2083,100236,Closed,Trivial,Done,20/Sep/20 09:48,24/Sep/20 06:36,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Allow access to XBID service desk ,SMXBID-2082,100235,Closed,Minor,Done,20/Sep/20 07:57,21/Sep/20 10:36,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Password reset WebGUI,SMXBID-2081,100234,Closed,Minor,Resolved,19/Sep/20 23:51,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Request for reset password account CXELIA01,SMXBID-2080,100197,Resolved,Minor,Done,17/Sep/20 23:31,02/Oct/20 15:43,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Password reset for CMMOPER2,SMXBID-2079,100195,Resolved,Trivial,Done,17/Sep/20 17:29,02/Oct/20 15:43,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Password extension for EMCO SM LTS user and IBEX SM LTS user reset,SMXBID-2078,100190,Closed,Minor,Done,17/Sep/20 16:07,29/Sep/20 09:08,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,BSP Production M7 Comtrader Platform Unavailability,SMXBID-2077,100135,Closed,Minor,Rejected,16/Sep/20 11:33,16/Sep/20 11:48,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,DBAG Jira Cert Request for Energinet User,SMXBID-2076,100108,Resolved,Trivial,Done,16/Sep/20 09:11,18/Sep/20 10:21,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
