region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 2,56,58,Married,3,92,Did not complete high school,25,No,Male,3,No,No,Yes,No,8.25,0,0,19.75,0,476.7,0,0,1075,0,No,No,No,No,No,No,No,Yes,No,2.11021320034659, , ,2.98315349134713, ,4.52178857704904,Basic service,No
Zone 2,54,56,Unmarried,8,207,High school degree,35,No,Female,1,Yes,No,Yes,No,9,25.25,0,9,0,464.65,1352.25,0,455,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.19722457733622,3.22882615572137, ,2.19722457733622, ,5.33271879326537,Plus service,No
Zone 1,72,55,Married,28,40,Did not complete high school,11,No,Male,5,No,No,Yes,No,34.25,0,0,35.75,0,2472.65,0,0,2770,0,Yes,No,No,No,No,No,No,No,No,3.53368656470823, , ,3.57655026914002, ,3.68887945411394,E-service,No
Zone 1,18,29,Unmarried,4,40,High school degree,1,No,Male,1,No,Yes,No,No,9.5,0,27.35,0,0,196.2,0,401.65,0,0,No,No,No,Yes,Yes,Yes,Yes,No,No,2.2512917986065, ,3.30871652886799, , ,3.68887945411394,Plus service,No
Zone 3,25,29,Unmarried,9,55,College degree,1,No,Male,1,Yes,No,No,No,5.25,24.75,0,0,0,147.95,612.45,0,0,0,No,No,No,No,Yes,No,No,No,Yes,1.65822807660353,3.2088254890147, , , ,4.00733318523247,Basic service,Yes
Zone 1,42,62,Unmarried,26,26,Did not complete high school,35,Yes,Female,1,No,No,Yes,No,8.75,0,0,27,0,337.75,0,0,1070,0,No,No,No,No,No,No,No,No,Yes,2.16905370036952, , ,3.29583686600433, ,3.25809653802148,Basic service,No
Zone 3,4,37,Unmarried,2,41,High school degree,8,No,Male,1,Yes,Yes,Yes,No,2.8,13.5,29.9,16.5,0,5.3,45.75,83.55,60,0,No,No,Yes,Yes,No,Yes,No,No,No,1.02961941718116,2.60268968544438,3.39785848039664,2.80336038090653, ,3.71357206670431,Basic service,No
Zone 2,12,50,Married,16,203,College degree,25,No,Male,2,Yes,No,Yes,Yes,4.95,22,0,11.25,28.3,71.5,284.7,0,120,315.7,No,No,Yes,No,No,Yes,No,No,Yes,1.5993875765806,3.09104245335832, ,2.42036812865043,3.34286180464919,5.31320597904179,Basic service,Yes
Zone 2,53,64,Married,17,380,High school degree,36,No,Female,2,Yes,No,Yes,No,12.85,40.25,0,15,0,687.9,2104.3,0,825,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.55334381134123,3.69511000386457, ,2.70805020110221, ,5.94017125272043,Plus service,No
Zone 2,13,38,Married,8,104,College degree,6,No,Male,7,Yes,No,Yes,Yes,10.25,21.5,0,25.75,58.85,160.4,274,0,325,723.35,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.32727770558442,3.06805293513362, ,3.24843462710975,4.07499183370629,4.64439089914137,Total service,Yes
Zone 3,18,31,Married,12,24,Some college,4,No,Male,4,No,No,No,No,12.15,0,0,0,0,202.2,0,0,0,0,Yes,No,No,No,No,No,No,No,Yes,2.49732916978656, , , , ,3.17805383034795,E-service,No
Zone 3,67,42,Married,20,81,Some college,20,No,Female,5,Yes,No,Yes,Yes,24.4,41.25,0,9.5,36.7,1701,2799.45,0,615,2481.65,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.19458313229916,3.71965111278069, ,2.2512917986065,3.60277675506052,4.39444915467244,Total service,No
Zone 2,6,24,Unmarried,2,17,Did not complete high school,1,No,Male,1,Yes,No,Yes,No,3.25,21,0,15.25,0,29.25,132.2,0,45,0,No,No,No,No,Yes,Yes,No,Yes,No,1.17865499634165,3.04452243772342, ,2.72457950305342, ,2.83321334405622,Plus service,No
Zone 1,25,46,Unmarried,13,45,Did not complete high school,12,No,Female,1,Yes,No,No,No,5.4,16,0,0,0,155,408.05,0,0,0,No,Yes,No,No,No,Yes,Yes,No,No,1.68639895357023,2.77258872223978, , , ,3.80666248977032,Plus service,No
Zone 2,15,39,Unmarried,19,32,High school degree,2,No,Male,1,No,Yes,No,No,3.45,0,31.85,0,0,44.45,0,462.75,0,0,Yes,Yes,No,No,No,No,No,No,Yes,1.23837423104327, ,3.46103738201817, , ,3.46573590279973,E-service,Yes
Zone 3,32,35,Unmarried,12,57,College degree,5,No,Male,1,Yes,Yes,No,No,8.6,11,30.05,0,0,259.3,335.15,975.8,0,0,Yes,No,No,No,No,No,No,No,No,2.15176220325946,2.39789527279837,3.40286266098122, , ,4.04305126783455,E-service,No
Zone 2,22,39,Unmarried,0,63,College degree,9,No,Male,1,No,Yes,No,No,6.2,0,21.35,0,0,121.7,0,425.25,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.82454929205105, ,3.06105173967463, , ,4.14313472639153,E-service,Yes
Zone 2,8,22,Unmarried,3,25,College degree,0,No,Male,1,Yes,No,Yes,Yes,8,32.25,0,18.25,19.45,61.55,264,0,155,153.7,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.07944154167984,3.47351804324178, ,2.9041650800285,2.96784707006446,3.2188758248682,Plus service,No
Zone 1,3,31,Married,4,22,Did not complete high school,1,No,Male,2,No,Yes,No,No,3.4,0,22.7,0,0,7.6,0,35.45,0,0,No,No,No,Yes,No,Yes,No,No,Yes,1.22377543162212, ,3.12236492448736, , ,3.09104245335832,Basic service,Yes
Zone 2,32,54,Unmarried,6,155,High school degree,20,No,Male,1,No,No,No,No,16.35,0,0,0,0,528.5,0,0,0,0,No,No,No,No,No,No,No,No,No,2.79422789734326, , , , ,5.04342511691925,Basic service,No
Zone 1,49,54,Unmarried,24,30,High school degree,5,No,Male,1,No,No,Yes,No,15.5,0,0,14.25,0,754.8,0,0,625,0,Yes,No,No,No,No,No,Yes,No,No,2.7408400239252, , ,2.65675690671466, ,3.40119738166216,E-service,No
Zone 2,2,28,Unmarried,7,46,Some college,0,No,Female,1,No,No,No,Yes,3.45,0,0,0,15.1,6.55,0,0,0,10.45,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,1.23837423104327, , , ,2.71469474382088,3.8286413964891,Total service,No
Zone 1,39,47,Unmarried,1,68,College degree,10,No,Female,2,No,No,No,No,8.3,0,0,0,0,308.55,0,0,0,0,Yes,No,No,Yes,No,No,No,No,Yes,2.11625551480255, , , , ,4.21950770517611,E-service,Yes
Zone 1,42,33,Unmarried,2,67,High school degree,5,No,Male,2,No,No,Yes,No,6.7,0,0,25.25,0,270.2,0,0,1075,0,Yes,No,No,No,No,No,No,Yes,No,1.90210752639692, , ,3.22882615572137, ,4.20469261939097,E-service,No
Zone 1,28,36,Unmarried,3,69,Some college,2,No,Male,1,Yes,Yes,Yes,Yes,6.05,25.25,41.55,31.75,36.6,153.05,697.05,1117.15,835,1020.95,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.80005827204275,3.22882615572137,3.72689752130146,3.4578927253387,3.60004824040732,4.23410650459726,Total service,No
Zone 2,41,46,Married,14,47,High school degree,11,No,Male,5,Yes,Yes,Yes,Yes,6.3,41.25,55.8,20,50.95,279.7,1665,2197.6,830,1956.7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.84054963339749,3.71965111278069,4.02177386938726,2.99573227355399,3.93084475966873,3.85014760171006,Total service,No
Zone 3,67,50,Married,31,83,High school degree,12,No,Male,2,No,Yes,Yes,No,29.45,0,22.65,19,0,1921.55,0,1515.4,1240,0,Yes,No,No,No,No,No,No,No,Yes,3.3826939100976, ,3.12015985192904,2.94443897916644, ,4.4188406077966,E-service,No
Zone 1,38,40,Unmarried,15,34,High school degree,11,No,Female,1,No,Yes,Yes,No,4.25,0,19.8,7,0,157.6,0,779.65,275,0,Yes,No,No,Yes,No,No,No,No,No,1.44691898293633, ,2.98568193770049,1.94591014905531, ,3.52636052461616,E-service,No
Zone 2,18,38,Unmarried,8,45,High school degree,2,No,Female,4,Yes,Yes,Yes,Yes,2.7,31.5,36.25,15,23.4,45.6,609.2,654.75,270,422.5,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,.993251773010283,3.44998754583159,3.59043938130068,2.70805020110221,3.15273602236366,3.80666248977032,Total service,Yes
Zone 2,6,42,Married,17,29,High school degree,2,No,Female,2,Yes,No,Yes,Yes,4.3,25.75,0,29,31.9,13.4,159.15,0,165,162,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.45861502269952,3.24843462710975, ,3.36729582998647,3.4626060097908,3.36729582998647,Total service,No
Zone 2,4,36,Unmarried,0,21,High school degree,1,No,Female,3,No,No,No,No,3.3,0,0,0,0,22.1,0,0,0,0,No,No,No,No,No,No,No,Yes,No,1.19392246847243, , , , ,3.04452243772342,Basic service,No
Zone 1,13,23,Married,3,30,Some college,0,No,Female,4,Yes,Yes,No,No,5.15,24.25,28.85,0,0,53.5,294.55,294.35,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1.63899671467564,3.18841661738349,3.36210999295411, , ,3.40119738166216,Total service,No
Zone 1,20,35,Unmarried,0,78,College degree,7,No,Male,1,No,Yes,No,Yes,5.5,0,46.1,0,35.25,97.15,0,825.45,0,701.05,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1.70474809223843, ,3.8308129500026, ,3.56246552925828,4.35670882668959,Total service,Yes
Zone 1,34,49,Married,27,61,Some college,15,No,Female,2,Yes,No,No,No,12.65,34.25,0,0,0,414.9,1119.35,0,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.53765721517353,3.53368656470823, , , ,4.11087386417331,Plus service,No
Zone 1,46,29,Married,4,90,Post-undergraduate degree,3,No,Male,4,Yes,No,Yes,Yes,16.85,40.5,0,34.5,39.8,736.45,1817.75,0,1480,1783.15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.82435065679837,3.70130197411249, ,3.54095932403731,3.68386691229039,4.49980967033027,Total service,No
Zone 1,48,41,Unmarried,21,43,High school degree,7,No,Male,1,No,No,Yes,No,19.5,0,0,11.75,0,887.7,0,0,530,0,Yes,No,No,No,No,No,No,No,No,2.9704144655697, , ,2.46385324059017, ,3.76120011569356,E-service,No
Zone 3,69,61,Married,12,301,High school degree,37,No,Male,2,Yes,Yes,Yes,Yes,26.05,36.75,41.85,16.25,38.45,1738.15,2589.3,2768.85,1110,2590.2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3.26001776819938,3.60413822565885,3.73409179693548,2.78809290877575,3.64935869595165,5.70711026474888,Plus service,No
Zone 1,32,34,Married,7,32,High school degree,15,No,Male,4,No,No,No,No,9.25,0,0,0,0,285.75,0,0,0,0,No,No,No,No,No,No,No,Yes,No,2.22462355152433, , , , ,3.46573590279973,Basic service,No
Zone 1,29,29,Unmarried,9,41,High school degree,9,No,Male,2,Yes,Yes,No,No,4.75,23,37.45,0,0,112,626.6,1010.1,0,0,Yes,No,No,No,No,No,Yes,Yes,Yes,1.55814461804655,3.13549421592915,3.62300670996323, , ,3.71357206670431,E-service,No
Zone 3,55,52,Unmarried,22,127,Did not complete high school,28,No,Female,3,No,No,Yes,No,7.05,0,0,20.25,0,400.55,0,0,1150,0,Yes,Yes,No,No,No,No,No,No,Yes,1.95302761682418, , ,3.00815479355255, ,4.84418708645859,E-service,No
Zone 3,72,60,Married,36,271,Did not complete high school,43,No,Female,2,No,No,Yes,No,21.7,0,0,52.25,0,1580.4,0,0,3665,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.07731226054641, , ,3.95603989084492, ,5.6021188208797,Plus service,No
Zone 3,29,26,Unmarried,1,32,Some college,2,No,Female,1,No,No,Yes,No,3.4,0,0,15.75,0,111.5,0,0,440,0,No,Yes,No,No,No,No,No,Yes,No,1.22377543162212, , ,2.75684036527164, ,3.46573590279973,Basic service,Yes
Zone 2,50,25,Married,1,36,College degree,2,No,Female,5,No,Yes,Yes,Yes,13.05,0,40.6,10.25,40.85,682.2,0,1928.2,545,1964.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.5687881337687, ,3.70376806660769,2.32727770558442,3.70990682130601,3.58351893845611,Total service,No
Zone 3,35,50,Married,11,293,Some college,21,No,Male,2,No,Yes,No,No,12.25,0,23.9,0,0,416.4,0,793.4,0,0,No,No,No,No,No,No,No,No,Yes,2.50552593699074, ,3.17387845893747, , ,5.68017260901707,Basic service,Yes
Zone 3,11,63,Unmarried,9,41,Some college,3,No,Male,1,No,Yes,No,No,4.15,0,29.9,0,0,46.35,0,299.65,0,0,No,No,No,Yes,No,No,No,No,Yes,1.42310833424261, ,3.39785848039664, , ,3.71357206670431,Basic service,Yes
Zone 1,9,29,Unmarried,9,39,Some college,5,No,Female,1,No,No,No,No,4.2,0,0,0,0,22,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.43508452528932, , , , ,3.66356164612965,Basic service,No
Zone 2,51,48,Unmarried,27,58,Did not complete high school,18,No,Male,1,Yes,No,Yes,No,19.2,25.75,0,9.25,0,964.85,1320.05,0,390,0,No,No,No,No,Yes,No,Yes,Yes,No,2.95491027903374,3.24843462710975, ,2.22462355152433, ,4.06044301054642,Plus service,Yes
Zone 1,33,34,Married,2,28,Did not complete high school,3,No,Female,3,No,No,No,No,13.4,0,0,0,0,438.9,0,0,0,0,Yes,No,No,Yes,Yes,No,No,No,No,2.59525470695687, , , , ,3.3322045101752,E-service,No
Zone 1,25,20,Unmarried,0,15,High school degree,0,No,Male,2,Yes,No,Yes,No,10.7,23,0,18.75,0,296.75,572.25,0,405,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.37024374146786,3.13549421592915, ,2.93119375241642, ,2.70805020110221,Plus service,No
Zone 3,31,34,Unmarried,9,105,College degree,7,No,Female,4,No,No,Yes,No,6.45,0,0,5.75,0,182.35,0,0,170,0,No,No,No,No,No,Yes,No,Yes,No,1.86408013080768, , ,1.74919985480926, ,4.65396035015752,Plus service,No
Zone 2,67,40,Married,10,80,College degree,8,No,Female,2,Yes,Yes,Yes,Yes,33.05,21.75,53.55,18.75,48.05,2225.15,1391.6,3532.1,1215,3185.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.4980215662977,3.07961375753469,3.98061579689376,2.93119375241642,3.8722421354163,4.38202663467388,Total service,No
Zone 3,55,45,Unmarried,8,36,High school degree,9,No,Male,3,Yes,No,Yes,No,25.65,41.75,0,11.75,0,1423,2294.75,0,630,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3.24454357161678,3.73169945129686, ,2.46385324059017, ,3.58351893845611,Plus service,No
Zone 3,19,50,Unmarried,7,112,College degree,3,No,Female,1,No,Yes,Yes,Yes,7.15,0,44.8,14.25,46.55,160.2,0,817.25,265,893.75,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1.96711235670592, ,3.80220813942094,2.65675690671466,3.84052700372308,4.71849887129509,Total service,No
Zone 1,39,34,Married,11,55,College degree,10,No,Female,4,Yes,Yes,Yes,Yes,18.45,33.75,56.95,35.5,47.85,742.5,1307.8,2171.65,1385,1867.5,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.91506437048654,3.51898041731854,4.04217368989319,3.56953269648137,3.86807111789896,4.00733318523247,Total service,No
Zone 2,52,35,Married,8,40,College degree,1,No,Male,2,Yes,Yes,Yes,Yes,10.75,33.5,35.3,11,44.6,546.65,1772.35,1726.45,615,2407.15,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.37490575457367,3.51154543883102,3.56388296393925,2.39789527279837,3.79773385902602,3.68887945411394,Plus service,No
Zone 3,55,37,Married,15,23,High school degree,0,No,Female,5,Yes,No,Yes,No,12.95,32.5,0,26.25,0,716.25,1783.55,0,1355,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.56109578814555,3.48124008933569, ,3.26766598903763, ,3.13549421592915,Plus service,No
Zone 2,25,62,Unmarried,27,28,College degree,33,Yes,Female,1,Yes,Yes,Yes,Yes,8.3,14.75,52,18,47,160.4,359.25,1183.65,430,1117.55,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.11625551480255,2.69124308278583,3.95124371858143,2.89037175789616,3.85014760171006,3.3322045101752,Total service,Yes
Zone 3,33,58,Unmarried,12,21,High school degree,23,Yes,Female,1,No,No,Yes,No,8.8,0,0,20.75,0,264.05,0,0,690,0,No,No,No,No,No,No,No,No,No,2.17475172148416, , ,3.03254624667671, ,3.04452243772342,Basic service,No
Zone 2,48,35,Unmarried,5,63,College degree,12,No,Male,2,No,No,Yes,No,13.4,0,0,27.5,0,560.55,0,0,1315,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.59525470695687, , ,3.31418600467253, ,4.14313472639153,Plus service,Yes
Zone 2,48,31,Married,12,52,College degree,3,No,Male,3,Yes,Yes,Yes,Yes,8.15,26.5,50.95,31.75,55.55,364.8,1323.5,2289.7,1410,2725.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.09801792725277,3.27714473299218,3.93084475966873,3.4578927253387,4.01728351608564,3.95124371858143,Total service,No
Zone 2,49,57,Unmarried,3,189,Did not complete high school,31,No,Female,3,No,No,Yes,No,11,0,0,8.75,0,476.15,0,0,405,0,No,No,No,No,No,No,No,No,No,2.39789527279837, , ,2.16905370036952, ,5.24174701505964,Basic service,No
Zone 3,54,32,Married,0,50,Did not complete high school,15,No,Male,3,Yes,Yes,Yes,No,18.15,46.25,49.2,21.25,0,958.7,2530.9,2610.6,1105,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.89867056071086,3.83406146395843,3.89589362349826,3.05635689537043, ,3.91202300542815,Plus service,Yes
Zone 1,45,32,Married,9,23,Did not complete high school,15,No,Male,4,No,No,No,No,9.85,0,0,0,0,469.1,0,0,0,0,No,No,No,No,No,No,No,No,No,2.287471455184, , , , ,3.13549421592915,Basic service,No
Zone 3,4,37,Married,1,33,High school degree,15,No,Female,5,No,Yes,No,No,2.45,0,21.9,0,0,19.25,0,65.1,0,0,No,No,No,Yes,No,No,No,No,Yes,.896088024556636, ,3.08648663682246, , ,3.49650756146648,Basic service,Yes
Zone 3,49,27,Married,3,29,Some college,6,No,Female,3,No,Yes,No,No,10.4,0,44,0,0,476.45,0,2096.75,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.34180580614733, ,3.78418963391826, , ,3.36729582998647,E-service,Yes
Zone 2,23,35,Unmarried,2,96,Some college,4,No,Male,1,No,Yes,Yes,Yes,6.4,0,37.6,22.75,46.2,160.3,0,788.4,450,979.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.85629799036563, ,3.62700405039585,3.12456514539696,3.83297979808769,4.56434819146784,Total service,Yes
Zone 2,31,44,Unmarried,23,80,Post-undergraduate degree,15,No,Male,1,Yes,Yes,No,No,14.05,9.25,30.35,0,0,465.2,306.05,916.5,0,0,Yes,No,No,Yes,No,No,No,No,Yes,2.64262239577975,2.22462355152433,3.41279651750551, , ,4.38202663467388,E-service,Yes
Zone 2,55,44,Married,2,68,High school degree,15,No,Male,5,Yes,No,Yes,No,6.6,43.5,0,29.5,0,350.85,2423.3,0,1685,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.88706964903238,3.77276093809464, ,3.38439026334577, ,4.21950770517611,Plus service,No
Zone 1,9,28,Unmarried,7,30,Did not complete high school,4,No,Female,6,No,No,No,No,4.2,0,0,0,0,47.45,0,0,0,0,No,No,No,No,No,No,No,No,No,1.43508452528932, , , , ,3.40119738166216,Basic service,No
Zone 2,55,57,Married,25,34,High school degree,12,No,Male,3,No,No,Yes,No,14.6,0,0,29.5,0,785.4,0,0,1600,0,No,No,No,No,No,No,No,No,No,2.68102152871429, , ,3.38439026334577, ,3.52636052461616,Basic service,No
Zone 1,34,30,Unmarried,3,35,High school degree,2,No,Female,3,Yes,No,Yes,No,9.05,21.5,0,8,0,333,695.95,0,275,0,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.20276475771183,3.06805293513362, ,2.07944154167984, ,3.55534806148941,Plus service,No
Zone 1,10,23,Unmarried,4,36,High school degree,1,No,Male,3,Yes,No,Yes,No,8.55,14.75,0,22,0,86.05,142.05,0,200,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.14593128294867,2.69124308278583, ,3.09104245335832, ,3.58351893845611,Plus service,No
Zone 2,62,76,Unmarried,20,35,Some college,18,Yes,Female,1,No,No,Yes,No,17.25,0,0,17.75,0,1045.7,0,0,1085,0,Yes,No,No,No,Yes,No,No,No,Yes,2.84781214347737, , ,2.87638551592142, ,3.55534806148941,E-service,No
Zone 2,51,36,Unmarried,13,62,Some college,9,No,Male,2,Yes,No,Yes,Yes,5.65,36.25,0,19.75,40.4,305.75,1872.75,0,995,2005.45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.73165554515835,3.59043938130068, ,2.98315349134713,3.6988297849671,4.12713438504509,Total service,No
Zone 1,65,48,Unmarried,28,94,Did not complete high school,25,No,Male,1,No,No,Yes,No,10.4,0,0,22.5,0,664.65,0,0,1470,0,Yes,No,No,No,No,No,No,No,No,2.34180580614733, , ,3.11351530921037, ,4.54329478227,E-service,No
Zone 3,53,33,Unmarried,1,60,Did not complete high school,6,No,Male,2,Yes,No,Yes,Yes,17.65,28.5,0,41,28.55,950.7,1502.2,0,2170,1524.6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.87073578337931,3.3499040872746, ,3.71357206670431,3.35165693610202,4.0943445622221,Total service,No
Zone 1,23,35,Unmarried,4,118,High school degree,11,No,Male,1,No,Yes,No,No,7.9,0,30.15,0,0,196.95,0,672.4,0,0,No,Yes,No,Yes,No,No,No,No,Yes,2.06686275947298, ,3.40618492317319, , ,4.77068462446567,Basic service,Yes
Zone 3,1,30,Unmarried,3,135,College degree,3,No,Male,3,Yes,Yes,Yes,No,1.1,5.75,22.8,2.75,0,1.1,5.75,22.8,2.75,0,No,No,No,Yes,Yes,No,No,No,Yes,.0953101798043249,1.74919985480926,3.1267605359604,1.01160091167848, ,4.90527477843843,Basic service,Yes
Zone 3,66,55,Unmarried,20,80,High school degree,24,No,Female,1,Yes,No,Yes,No,14,30.75,0,14.75,0,938.35,2128.2,0,965,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.63905732961526,3.42588999425253, ,2.69124308278583, ,4.38202663467388,Plus service,No
Zone 3,8,27,Married,0,21,Some college,3,No,Female,2,No,Yes,No,No,3.65,0,36.45,0,0,38.05,0,235.75,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.2947271675944, ,3.59594145845467, , ,3.04452243772342,E-service,No
Zone 3,18,28,Married,3,22,Did not complete high school,2,No,Female,5,No,No,Yes,No,3.15,173,0,9.5,0,55.55,0,0,175,0,No,No,No,No,No,No,No,No,No,1.14740245283754,5.15329159449778, ,2.2512917986065, ,3.09104245335832,Basic service,No
Zone 3,36,32,Married,3,63,College degree,7,No,Male,4,No,Yes,Yes,No,6.2,0,29.55,12.75,0,229.5,0,991.35,415,0,Yes,No,No,Yes,No,No,No,Yes,No,1.82454929205105, ,3.38608374385211,2.54553127160444, ,4.14313472639153,E-service,No
Zone 1,13,40,Unmarried,16,142,High school degree,18,No,Female,1,No,No,No,No,8.45,0,0,0,0,109.85,0,0,0,0,No,No,No,No,No,No,No,No,No,2.13416644136908, , , , ,4.95582705760126,Basic service,Yes
Zone 3,4,44,Unmarried,15,32,Some college,0,No,Female,1,Yes,Yes,Yes,No,2.1,13.75,25.95,8.75,0,6.9,44.95,82.25,25,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,.741937344729377,2.62103882411258,3.2561716096119,2.16905370036952, ,3.46573590279973,Plus service,Yes
Zone 3,20,32,Unmarried,10,19,Some college,5,No,Male,1,No,Yes,No,No,6.85,0,36.05,0,0,106.5,0,701.5,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.92424865227413, ,3.58490686373096, , ,2.94443897916644,E-service,No
Zone 1,66,39,Married,12,60,College degree,10,No,Male,3,Yes,Yes,Yes,Yes,20.15,39.25,46.3,17.25,36.4,1443.75,2490.65,2895.25,1055,2322.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.00320428839269,3.66995144422842,3.83514196109219,2.84781214347737,3.5945687746427,4.0943445622221,Total service,No
Zone 3,67,47,Married,7,97,Did not complete high school,23,No,Male,4,No,No,Yes,No,22.4,0,0,18.5,0,1464.9,0,0,1225,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.10906095886099, , ,2.91777073208428, ,4.57471097850338,Plus service,No
Zone 1,11,24,Married,0,31,High school degree,3,No,Female,4,Yes,Yes,Yes,Yes,5.4,16,39.2,13.75,33.55,83.15,189.45,422.8,140,331.65,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1.68639895357023,2.77258872223978,3.66867674679642,2.62103882411258,3.51303686341769,3.43398720448515,Total service,Yes
Zone 1,6,26,Unmarried,7,30,Some college,1,No,Female,2,No,Yes,No,No,6.35,0,19.75,0,0,30.8,0,109.25,0,0,No,No,No,Yes,No,No,No,No,No,1.8484548129046, ,2.98315349134713, , ,3.40119738166216,Basic service,Yes
Zone 2,13,23,Married,4,31,Did not complete high school,5,No,Female,4,No,Yes,No,Yes,4.6,0,35.45,0,27.7,54.85,0,398.95,0,339.75,No,Yes,Yes,Yes,No,No,No,No,Yes,1.52605630349505, ,3.56812325297814, ,3.32143241319329,3.43398720448515,Basic service,No
Zone 2,2,29,Married,3,44,High school degree,9,No,Female,6,Yes,Yes,Yes,Yes,2.1,16.25,43.2,12.25,33.6,5.1,31.3,47.05,5,24.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,.741937344729377,2.78809290877575,3.76584049525006,2.50552593699074,3.51452606696916,3.78418963391826,Total service,Yes
Zone 1,4,40,Unmarried,12,38,High school degree,5,No,Male,1,No,No,Yes,No,8.15,0,0,12,0,32.25,0,0,25,0,No,No,No,No,No,No,No,No,No,2.09801792725277, , ,2.484906649788, ,3.63758615972639,Basic service,No
Zone 1,34,63,Married,10,23,High school degree,0,No,Female,2,Yes,Yes,Yes,Yes,14.3,19.5,39.6,15.25,28.95,459.05,616.5,1396.3,495,984.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.66025953726586,2.9704144655697,3.67882911826043,2.72457950305342,3.365570204019,3.13549421592915,Total service,No
Zone 1,13,34,Married,6,37,Some college,6,No,Male,4,No,No,No,No,6.85,0,0,0,0,102.5,0,0,0,0,No,No,No,No,No,Yes,No,Yes,No,1.92424865227413, , , , ,3.61091791264422,Plus service,No
Zone 2,37,40,Married,14,26,High school degree,0,No,Male,5,No,No,Yes,No,18.9,0,0,12,0,653.15,0,0,470,0,Yes,No,No,No,No,No,No,No,Yes,2.9391619220656, , ,2.484906649788, ,3.25809653802148,E-service,No
Zone 1,45,30,Married,8,38,High school degree,5,No,Male,6,No,No,Yes,No,12.75,0,0,23.75,0,622.15,0,0,1015,0,Yes,No,No,No,No,Yes,Yes,Yes,No,2.54553127160444, , ,3.16758253048065, ,3.63758615972639,Plus service,No
Zone 2,71,70,Unmarried,30,153,Some college,34,Yes,Female,1,Yes,No,Yes,Yes,30.55,46.25,0,26.25,46.7,2291.1,3114.95,0,1805,3292.65,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.4193646856176,3.83406146395843, ,3.26766598903763,3.84374416467485,5.03043792139244,Plus service,No
